Drug1	Drug2	cell	synergy	fold
MITOXANTRONE	IMATINIB	U251MG	5.01	2
MITOXANTRONE	IMATINIB	UACC257	3.98	3
MITOXANTRONE	IMATINIB	SW620	14.1	1
MITOXANTRONE	IMATINIB	SKMEL28	-0.52	3
MITOXANTRONE	IMATINIB	HS578T	0.11	3
MITOXANTRONE	IMATINIB	MDAMB231	2.46	1
MITOXANTRONE	IMATINIB	PC3	10.75	4
MITOXANTRONE	IMATINIB	SKMEL5	-4.97	4
MITOXANTRONE	IMATINIB	CAKI1	13.49	1
MEGESTROL ACETATE	MERCAPTOPURINE	SNB19	-0.19	4
MEGESTROL ACETATE	MERCAPTOPURINE	SKOV3	-10.9	0
MEGESTROL ACETATE	MERCAPTOPURINE	U251MG	-11.79	3
MEGESTROL ACETATE	MERCAPTOPURINE	UACC257	-4.69	4
MEGESTROL ACETATE	MERCAPTOPURINE	SW620	-4.06	4
MEGESTROL ACETATE	MERCAPTOPURINE	BT549	-7.49	2
MEGESTROL ACETATE	MERCAPTOPURINE	MDAMB468	-6.46	2
MEGESTROL ACETATE	MERCAPTOPURINE	T47D	-5.46	0
MEGESTROL ACETATE	MERCAPTOPURINE	NCIH522	-6.99	0
MEGESTROL ACETATE	MERCAPTOPURINE	UACC62	-10.25	2
MEGESTROL ACETATE	MERCAPTOPURINE	PC3	1.14	1
MEGESTROL ACETATE	MERCAPTOPURINE	SKMEL5	-2.38	1
MEGESTROL ACETATE	MERCAPTOPURINE	CAKI1	-9.28	4
MEGESTROL ACETATE	MERCAPTOPURINE	SKMEL2	3.35	3
MEGESTROL ACETATE	MERCAPTOPURINE	SKMEL28	0.22	1
MEGESTROL ACETATE	MERCAPTOPURINE	HS578T	-7.7	1
MEGESTROL ACETATE	MERCAPTOPURINE	MDAMB231	-10.73	2
MEGESTROL ACETATE	MERCAPTOPURINE	A549	-6.77	1
MEGESTROL ACETATE	MERCAPTOPURINE	ACHN	-2.81	4
MEGESTROL ACETATE	MERCAPTOPURINE	786O	-13.57	1
MEGESTROL ACETATE	MERCAPTOPURINE	A498	-3.74	3
MEGESTROL ACETATE	MERCAPTOPURINE	DU145	-10.93	4
MEGESTROL ACETATE	MERCAPTOPURINE	HCT116	-9.43	2
MEGESTROL ACETATE	MERCAPTOPURINE	HL60	-8.5	4
MEGESTROL ACETATE	MERCAPTOPURINE	HCT15	-6.98	3
MEGESTROL ACETATE	MERCAPTOPURINE	HT29	-6.08	4
MEGESTROL ACETATE	MERCAPTOPURINE	IGROV1	0.61	3
MEGESTROL ACETATE	MERCAPTOPURINE	LOXIMVI	-2.27	2
MEGESTROL ACETATE	MERCAPTOPURINE	MALME3M	-3.68	2
MEGESTROL ACETATE	MERCAPTOPURINE	K562	-2.77	3
MEGESTROL ACETATE	MERCAPTOPURINE	KM12	0.72	1
MEGESTROL ACETATE	MERCAPTOPURINE	NCIH23	-4.02	4
MEGESTROL ACETATE	MERCAPTOPURINE	MCF7	-6.22	0
MEGESTROL ACETATE	MERCAPTOPURINE	MOLT4	-3.13	2
MEGESTROL ACETATE	MERCAPTOPURINE	NCIH460	-1.92	2
MEGESTROL ACETATE	MERCAPTOPURINE	OVCAR4	-7.93	1
MEGESTROL ACETATE	MERCAPTOPURINE	NCIH226	-6.75	1
MEGESTROL ACETATE	MERCAPTOPURINE	NCIH322	-9.18	0
MEGESTROL ACETATE	MERCAPTOPURINE	SF295	-10.36	4
MEGESTROL ACETATE	MERCAPTOPURINE	OVCAR8	-9.23	0
MEGESTROL ACETATE	MERCAPTOPURINE	RPMI8226	-14.76	2
DEXRAZOXANE	SORAFENIB	SW620	-7.45	1
DEXRAZOXANE	SORAFENIB	U251MG	-6.91	1
DEXRAZOXANE	SORAFENIB	UACC257	-3.85	4
DEXRAZOXANE	SORAFENIB	SKOV3	-9.86	0
DEXRAZOXANE	SORAFENIB	SNB19	3.2	4
DEXRAZOXANE	SORAFENIB	NCIH522	-6.98	4
DEXRAZOXANE	SORAFENIB	UACC62	-3.59	4
DEXRAZOXANE	SORAFENIB	MDAMB468	-4.98	1
DEXRAZOXANE	SORAFENIB	T47D	-0.77	1
DEXRAZOXANE	SORAFENIB	BT549	-7.46	1
DEXRAZOXANE	SORAFENIB	CAKI1	-16.53	4
DEXRAZOXANE	SORAFENIB	SKMEL5	-2.08	2
DEXRAZOXANE	SORAFENIB	PC3	-9.39	2
DEXRAZOXANE	SORAFENIB	HS578T	-4.47	4
DEXRAZOXANE	SORAFENIB	MDAMB231	-3.13	1
DEXRAZOXANE	SORAFENIB	SKMEL28	-8.08	2
DEXRAZOXANE	SORAFENIB	COLO205	0.57	2
DEXRAZOXANE	SORAFENIB	DU145	-2.76	0
DEXRAZOXANE	SORAFENIB	786O	-8.73	4
DEXRAZOXANE	SORAFENIB	A498	-11.08	3
DEXRAZOXANE	SORAFENIB	A549	0.26	3
DEXRAZOXANE	SORAFENIB	ACHN	-7.4	4
DEXRAZOXANE	SORAFENIB	HT29	-5.69	0
DEXRAZOXANE	SORAFENIB	IGROV1	-10.31	4
DEXRAZOXANE	SORAFENIB	HCT15	-8.77	0
DEXRAZOXANE	SORAFENIB	HCT116	-6.5	0
DEXRAZOXANE	SORAFENIB	HL60	-1.19	0
DEXRAZOXANE	SORAFENIB	MCF7	-7.84	0
DEXRAZOXANE	SORAFENIB	MOLT4	2.66	1
DEXRAZOXANE	SORAFENIB	NCIH23	-7.13	2
DEXRAZOXANE	SORAFENIB	K562	-1.27	2
DEXRAZOXANE	SORAFENIB	KM12	-6.65	0
DEXRAZOXANE	SORAFENIB	LOXIMVI	-4.21	1
DEXRAZOXANE	SORAFENIB	MALME3M	-6.44	0
DEXRAZOXANE	SORAFENIB	OVCAR8	-4.98	0
DEXRAZOXANE	SORAFENIB	RPMI8226	-9.7	2
DEXRAZOXANE	SORAFENIB	SF295	-7.24	1
DEXRAZOXANE	SORAFENIB	NCIH226	-12.25	0
DEXRAZOXANE	SORAFENIB	NCIH322	-6.6	3
DEXRAZOXANE	SORAFENIB	NCIH460	-1.51	2
DEXRAZOXANE	SORAFENIB	OVCAR4	-9.43	2
MEGESTROL ACETATE	CRIZOTINIB	NCIH226	1.96	1
MEGESTROL ACETATE	CRIZOTINIB	NCIH322	3.06	2
MEGESTROL ACETATE	CRIZOTINIB	NCIH460	-2.13	1
MEGESTROL ACETATE	CRIZOTINIB	OVCAR4	0.12	4
MEGESTROL ACETATE	CRIZOTINIB	OVCAR8	1.54	1
MEGESTROL ACETATE	CRIZOTINIB	RPMI8226	5.79	1
MEGESTROL ACETATE	CRIZOTINIB	SF295	10.59	0
MEGESTROL ACETATE	CRIZOTINIB	K562	-2.37	0
MEGESTROL ACETATE	CRIZOTINIB	KM12	-1.85	0
MEGESTROL ACETATE	CRIZOTINIB	LOXIMVI	-2.85	3
MEGESTROL ACETATE	CRIZOTINIB	MALME3M	2.15	3
MEGESTROL ACETATE	CRIZOTINIB	MCF7	3.25	4
MEGESTROL ACETATE	CRIZOTINIB	MOLT4	-1.36	0
MEGESTROL ACETATE	CRIZOTINIB	NCIH23	2.38	1
MEGESTROL ACETATE	CRIZOTINIB	HCT15	0.05	3
MEGESTROL ACETATE	CRIZOTINIB	HCT116	-4.32	3
MEGESTROL ACETATE	CRIZOTINIB	HL60	-2.99	1
MEGESTROL ACETATE	CRIZOTINIB	HT29	-1.33	2
MEGESTROL ACETATE	CRIZOTINIB	IGROV1	0.05	0
MEGESTROL ACETATE	CRIZOTINIB	786O	0.63	0
MEGESTROL ACETATE	CRIZOTINIB	A498	-3.54	1
MEGESTROL ACETATE	CRIZOTINIB	A549	-7.42	1
MEGESTROL ACETATE	CRIZOTINIB	ACHN	-2.13	3
MEGESTROL ACETATE	CRIZOTINIB	COLO205	-1.67	3
MEGESTROL ACETATE	CRIZOTINIB	DU145	2.43	0
MEGESTROL ACETATE	CRIZOTINIB	HS578T	7.26	0
MEGESTROL ACETATE	CRIZOTINIB	MDAMB231	2.55	3
MEGESTROL ACETATE	CRIZOTINIB	SKMEL28	4.08	4
MEGESTROL ACETATE	CRIZOTINIB	SKMEL5	8.26	2
MEGESTROL ACETATE	CRIZOTINIB	PC3	-0.72	1
MEGESTROL ACETATE	CRIZOTINIB	CAKI1	-2.93	3
MEGESTROL ACETATE	CRIZOTINIB	MDAMB468	0.75	2
MEGESTROL ACETATE	CRIZOTINIB	T47D	-3.68	4
MEGESTROL ACETATE	CRIZOTINIB	BT549	3.31	1
MEGESTROL ACETATE	CRIZOTINIB	NCIH522	0.34	3
MEGESTROL ACETATE	CRIZOTINIB	UACC62	-1.34	0
MEGESTROL ACETATE	CRIZOTINIB	SKOV3	-1.39	0
MEGESTROL ACETATE	CRIZOTINIB	SNB19	3.01	1
MEGESTROL ACETATE	CRIZOTINIB	SW620	-1.67	0
MEGESTROL ACETATE	CRIZOTINIB	U251MG	-1.02	3
MEGESTROL ACETATE	CRIZOTINIB	UACC257	1.3	0
MEGESTROL ACETATE	SORAFENIB	IGROV1	-4.0	2
MEGESTROL ACETATE	SORAFENIB	HT29	6.4	0
MEGESTROL ACETATE	SORAFENIB	HCT15	1.66	2
MEGESTROL ACETATE	SORAFENIB	HL60	3.84	0
MEGESTROL ACETATE	SORAFENIB	HCT116	1.99	3
MEGESTROL ACETATE	SORAFENIB	COLO205	5.5	0
MEGESTROL ACETATE	SORAFENIB	DU145	4.3	4
MEGESTROL ACETATE	SORAFENIB	A498	-4.96	0
MEGESTROL ACETATE	SORAFENIB	786O	-4.02	1
MEGESTROL ACETATE	SORAFENIB	ACHN	-2.64	0
MEGESTROL ACETATE	SORAFENIB	A549	0.4	2
MEGESTROL ACETATE	SORAFENIB	RPMI8226	-1.46	1
MEGESTROL ACETATE	SORAFENIB	OVCAR8	3.66	1
MEGESTROL ACETATE	SORAFENIB	SF295	1.81	3
MEGESTROL ACETATE	SORAFENIB	NCIH322	1.05	0
MEGESTROL ACETATE	SORAFENIB	NCIH226	3.32	1
MEGESTROL ACETATE	SORAFENIB	OVCAR4	-7.41	1
MEGESTROL ACETATE	SORAFENIB	NCIH460	2.38	1
MEGESTROL ACETATE	SORAFENIB	MOLT4	5.42	1
MEGESTROL ACETATE	SORAFENIB	MCF7	4.13	4
MEGESTROL ACETATE	SORAFENIB	NCIH23	1.89	1
MEGESTROL ACETATE	SORAFENIB	KM12	3.2	4
MEGESTROL ACETATE	SORAFENIB	K562	2.38	0
MEGESTROL ACETATE	SORAFENIB	MALME3M	4.32	3
MEGESTROL ACETATE	SORAFENIB	LOXIMVI	3.88	1
MEGESTROL ACETATE	SORAFENIB	UACC62	1.72	0
MEGESTROL ACETATE	SORAFENIB	NCIH522	0.86	2
MEGESTROL ACETATE	SORAFENIB	T47D	-6.11	4
MEGESTROL ACETATE	SORAFENIB	MDAMB468	-0.77	4
MEGESTROL ACETATE	SORAFENIB	BT549	2.17	1
MEGESTROL ACETATE	SORAFENIB	SW620	0.39	2
MEGESTROL ACETATE	SORAFENIB	UACC257	1.93	2
MEGESTROL ACETATE	SORAFENIB	U251MG	-0.06	3
MEGESTROL ACETATE	SORAFENIB	SKOV3	-4.71	1
MEGESTROL ACETATE	SORAFENIB	SNB19	12.71	0
MEGESTROL ACETATE	SORAFENIB	MDAMB231	2.61	2
MEGESTROL ACETATE	SORAFENIB	HS578T	0.21	4
MEGESTROL ACETATE	SORAFENIB	SKMEL28	-3.47	1
MEGESTROL ACETATE	SORAFENIB	CAKI1	-5.9	3
MEGESTROL ACETATE	SORAFENIB	SKMEL5	6.23	4
MEGESTROL ACETATE	SORAFENIB	PC3	3.04	1
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	NCIH226	-8.54	2
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	NCIH322	-4.31	2
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	NCIH460	2.98	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	OVCAR4	-2.4	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	OVCAR8	-1.14	2
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	SF295	-1.2	0
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	K562	-0.74	2
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	KM12	-5.59	2
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	LOXIMVI	2.96	3
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	MALME3M	-7.21	0
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	MCF7	1.11	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	MOLT4	6.95	1
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	NCIH23	1.57	2
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	HCT15	0.6	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	HCT116	0.19	0
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	HL60	9.16	1
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	HT29	0.43	1
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	IGROV1	-4.44	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	786O	-0.14	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	A498	-11.22	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	A549	0.1	1
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	ACHN	1.08	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	COLO205	0.41	0
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	DU145	2.07	1
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	HS578T	3.53	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	MDAMB231	-0.37	0
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	SKMEL28	-4.93	2
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	SKMEL5	-11.23	0
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	PC3	-12.05	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	SKMEL2	-4.28	3
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	CAKI1	0.86	1
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	MDAMB468	-2.47	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	T47D	4.37	4
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	BT549	-2.04	3
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	NCIH522	-6.79	1
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	UACC62	-3.45	3
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	SKOV3	-9.12	0
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	SNB19	-8.18	1
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	SW620	0.14	3
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	U251MG	1.59	0
TENIPOSIDE	CYTARABINE HYDROCHLORIDE	UACC257	-2.7	3
LOMUSTINE	CRIZOTINIB	NCIH23	-5.26	3
LOMUSTINE	CRIZOTINIB	MCF7	-4.95	1
LOMUSTINE	CRIZOTINIB	MOLT4	-1.19	0
LOMUSTINE	CRIZOTINIB	LOXIMVI	5.99	2
LOMUSTINE	CRIZOTINIB	MALME3M	-2.07	4
LOMUSTINE	CRIZOTINIB	K562	-11.68	4
LOMUSTINE	CRIZOTINIB	KM12	-6.25	2
LOMUSTINE	CRIZOTINIB	SF295	7.82	1
LOMUSTINE	CRIZOTINIB	OVCAR8	1.56	0
LOMUSTINE	CRIZOTINIB	RPMI8226	5.59	3
LOMUSTINE	CRIZOTINIB	NCIH460	-1.66	4
LOMUSTINE	CRIZOTINIB	OVCAR4	-0.66	1
LOMUSTINE	CRIZOTINIB	NCIH226	-2.45	1
LOMUSTINE	CRIZOTINIB	NCIH322	5.26	3
LOMUSTINE	CRIZOTINIB	DU145	-0.96	3
LOMUSTINE	CRIZOTINIB	COLO205	-9.2	3
LOMUSTINE	CRIZOTINIB	A549	-8.54	1
LOMUSTINE	CRIZOTINIB	ACHN	-6.98	4
LOMUSTINE	CRIZOTINIB	786O	-9.07	4
LOMUSTINE	CRIZOTINIB	A498	-4.65	4
LOMUSTINE	CRIZOTINIB	HT29	-5.16	4
LOMUSTINE	CRIZOTINIB	IGROV1	-7.82	4
LOMUSTINE	CRIZOTINIB	HCT116	-4.61	0
LOMUSTINE	CRIZOTINIB	HL60	3.31	2
LOMUSTINE	CRIZOTINIB	HCT15	-1.42	1
LOMUSTINE	CRIZOTINIB	CAKI1	-11.04	0
LOMUSTINE	CRIZOTINIB	SKMEL2	-5.72	0
LOMUSTINE	CRIZOTINIB	PC3	-1.82	1
LOMUSTINE	CRIZOTINIB	SKMEL5	2.8	4
LOMUSTINE	CRIZOTINIB	SKMEL28	-2.54	0
LOMUSTINE	CRIZOTINIB	HS578T	-2.93	3
LOMUSTINE	CRIZOTINIB	MDAMB231	-3.05	4
LOMUSTINE	CRIZOTINIB	U251MG	-8.44	2
LOMUSTINE	CRIZOTINIB	UACC257	-1.09	3
LOMUSTINE	CRIZOTINIB	SW620	-6.45	1
LOMUSTINE	CRIZOTINIB	SNB19	-2.63	3
LOMUSTINE	CRIZOTINIB	SKOV3	-3.14	0
LOMUSTINE	CRIZOTINIB	NCIH522	-5.51	1
LOMUSTINE	CRIZOTINIB	UACC62	-8.33	1
LOMUSTINE	CRIZOTINIB	BT549	0.1	3
LOMUSTINE	CRIZOTINIB	MDAMB468	-6.63	2
LOMUSTINE	CRIZOTINIB	T47D	-1.97	3
LOMUSTINE	SORAFENIB	HL60	5.21	4
LOMUSTINE	SORAFENIB	HCT116	0.19	3
LOMUSTINE	SORAFENIB	HCT15	-2.66	4
LOMUSTINE	SORAFENIB	IGROV1	-12.18	4
LOMUSTINE	SORAFENIB	HT29	0.35	3
LOMUSTINE	SORAFENIB	ACHN	-7.12	3
LOMUSTINE	SORAFENIB	A549	-2.33	4
LOMUSTINE	SORAFENIB	A498	-6.37	2
LOMUSTINE	SORAFENIB	786O	-10.06	1
LOMUSTINE	SORAFENIB	DU145	0.64	0
LOMUSTINE	SORAFENIB	COLO205	-2.53	2
LOMUSTINE	SORAFENIB	OVCAR4	-5.8	0
LOMUSTINE	SORAFENIB	NCIH460	1.21	0
LOMUSTINE	SORAFENIB	NCIH322	-6.07	4
LOMUSTINE	SORAFENIB	NCIH226	-2.77	2
LOMUSTINE	SORAFENIB	SF295	2.6	3
LOMUSTINE	SORAFENIB	RPMI8226	-2.01	0
LOMUSTINE	SORAFENIB	OVCAR8	2.27	3
LOMUSTINE	SORAFENIB	MALME3M	-6.82	1
LOMUSTINE	SORAFENIB	LOXIMVI	2.07	3
LOMUSTINE	SORAFENIB	KM12	-5.02	0
LOMUSTINE	SORAFENIB	K562	-1.94	0
LOMUSTINE	SORAFENIB	NCIH23	-1.06	1
LOMUSTINE	SORAFENIB	MOLT4	4.58	1
LOMUSTINE	SORAFENIB	MCF7	-4.46	0
LOMUSTINE	SORAFENIB	BT549	-4.05	3
LOMUSTINE	SORAFENIB	T47D	-2.73	4
LOMUSTINE	SORAFENIB	MDAMB468	-4.05	0
LOMUSTINE	SORAFENIB	UACC62	1.2	3
LOMUSTINE	SORAFENIB	NCIH522	-9.55	1
LOMUSTINE	SORAFENIB	SNB19	6.9	2
LOMUSTINE	SORAFENIB	SKOV3	-8.63	2
LOMUSTINE	SORAFENIB	UACC257	-0.27	2
LOMUSTINE	SORAFENIB	U251MG	-6.46	3
LOMUSTINE	SORAFENIB	SW620	-8.15	2
LOMUSTINE	SORAFENIB	SKMEL28	-8.03	0
LOMUSTINE	SORAFENIB	MDAMB231	-9.0	1
LOMUSTINE	SORAFENIB	HS578T	-9.17	3
LOMUSTINE	SORAFENIB	PC3	2.94	3
LOMUSTINE	SORAFENIB	SKMEL5	2.82	4
LOMUSTINE	SORAFENIB	CAKI1	-15.13	3
LOMUSTINE	SORAFENIB	SKMEL2	-9.08	4
RUXOLITINIB	FLUDARABINE BASE	SNB19	-4.54	1
RUXOLITINIB	FLUDARABINE BASE	SKOV3	-2.77	2
RUXOLITINIB	FLUDARABINE BASE	UACC257	1.9	1
RUXOLITINIB	FLUDARABINE BASE	U251MG	-0.23	1
RUXOLITINIB	FLUDARABINE BASE	SW620	-1.72	0
RUXOLITINIB	FLUDARABINE BASE	BT549	-0.18	0
RUXOLITINIB	FLUDARABINE BASE	T47D	2.55	1
RUXOLITINIB	FLUDARABINE BASE	MDAMB468	0.61	3
RUXOLITINIB	FLUDARABINE BASE	UACC62	4.21	3
RUXOLITINIB	FLUDARABINE BASE	NCIH522	-7.07	1
RUXOLITINIB	FLUDARABINE BASE	PC3	-2.17	1
RUXOLITINIB	FLUDARABINE BASE	SKMEL5	6.57	2
RUXOLITINIB	FLUDARABINE BASE	CAKI1	-3.08	2
RUXOLITINIB	FLUDARABINE BASE	SKMEL2	-0.31	0
RUXOLITINIB	FLUDARABINE BASE	SKMEL28	-1.13	4
RUXOLITINIB	FLUDARABINE BASE	MDAMB231	-4.28	4
RUXOLITINIB	FLUDARABINE BASE	HS578T	2.36	3
RUXOLITINIB	FLUDARABINE BASE	ACHN	-2.08	0
RUXOLITINIB	FLUDARABINE BASE	A549	-3.34	0
RUXOLITINIB	FLUDARABINE BASE	A498	0.6	1
RUXOLITINIB	FLUDARABINE BASE	786O	0.07	2
RUXOLITINIB	FLUDARABINE BASE	DU145	-4.32	1
RUXOLITINIB	FLUDARABINE BASE	COLO205	-5.2	1
RUXOLITINIB	FLUDARABINE BASE	HL60	-11.65	1
RUXOLITINIB	FLUDARABINE BASE	HCT116	-2.31	2
RUXOLITINIB	FLUDARABINE BASE	HCT15	0.59	4
RUXOLITINIB	FLUDARABINE BASE	IGROV1	-2.35	3
RUXOLITINIB	FLUDARABINE BASE	HT29	3.72	3
RUXOLITINIB	FLUDARABINE BASE	MALME3M	-1.1	4
RUXOLITINIB	FLUDARABINE BASE	LOXIMVI	-0.37	3
RUXOLITINIB	FLUDARABINE BASE	KM12	-0.02	4
RUXOLITINIB	FLUDARABINE BASE	K562	-0.58	1
RUXOLITINIB	FLUDARABINE BASE	NCIH23	-4.89	2
RUXOLITINIB	FLUDARABINE BASE	MOLT4	-2.31	4
RUXOLITINIB	FLUDARABINE BASE	MCF7	1.01	2
RUXOLITINIB	FLUDARABINE BASE	OVCAR4	0.63	0
RUXOLITINIB	FLUDARABINE BASE	NCIH460	-0.45	1
RUXOLITINIB	FLUDARABINE BASE	NCIH322	6.55	2
RUXOLITINIB	FLUDARABINE BASE	NCIH226	-1.69	1
RUXOLITINIB	FLUDARABINE BASE	SF295	-1.09	1
RUXOLITINIB	FLUDARABINE BASE	RPMI8226	1.07	1
RUXOLITINIB	FLUDARABINE BASE	OVCAR8	-4.07	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	K562	-6.83	0
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	KM12	-5.53	0
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	LOXIMVI	-6.88	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	MALME3M	-3.73	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	MCF7	-9.7	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	MOLT4	0.47	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	NCIH23	-4.48	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	NCIH226	-5.24	1
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	NCIH322	8.58	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	NCIH460	-1.08	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	OVCAR4	-1.26	4
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	OVCAR8	-6.63	0
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	SF295	-2.44	1
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	786O	-7.2	0
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	A498	-6.48	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	A549	-4.08	0
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	ACHN	2.47	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	COLO205	-3.81	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	DU145	-3.06	1
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	HCT15	5.19	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	HCT116	-1.93	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	HL60	-1.64	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	HT29	-5.72	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	IGROV1	-7.27	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	SKMEL5	-1.99	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	PC3	-6.37	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	SKMEL2	-3.9	1
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	CAKI1	-8.58	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	HS578T	-2.97	4
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	MDAMB231	-6.3	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	SKMEL28	-3.67	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	SKOV3	-4.64	3
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	SNB19	-8.33	0
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	SW620	-4.54	0
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	U251MG	-3.03	4
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	UACC257	-0.78	1
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	MDAMB468	-6.63	4
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	T47D	-4.74	1
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	BT549	-4.66	4
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	NCIH522	-6.07	2
DAUNORUBICIN HYDROCHLORIDE	CRIZOTINIB	UACC62	-6.28	2
CRIZOTINIB	FLUDARABINE BASE	UACC62	-2.01	1
CRIZOTINIB	FLUDARABINE BASE	NCIH522	-5.33	4
CRIZOTINIB	FLUDARABINE BASE	T47D	0.77	1
CRIZOTINIB	FLUDARABINE BASE	MDAMB468	-0.22	1
CRIZOTINIB	FLUDARABINE BASE	BT549	-0.15	3
CRIZOTINIB	FLUDARABINE BASE	SW620	-2.33	1
CRIZOTINIB	FLUDARABINE BASE	UACC257	0.55	0
CRIZOTINIB	FLUDARABINE BASE	U251MG	-0.14	4
CRIZOTINIB	FLUDARABINE BASE	SKOV3	-2.65	1
CRIZOTINIB	FLUDARABINE BASE	SNB19	-6.72	0
CRIZOTINIB	FLUDARABINE BASE	MDAMB231	-3.63	0
CRIZOTINIB	FLUDARABINE BASE	HS578T	2.14	4
CRIZOTINIB	FLUDARABINE BASE	SKMEL28	-0.84	1
CRIZOTINIB	FLUDARABINE BASE	SKMEL2	-3.32	3
CRIZOTINIB	FLUDARABINE BASE	CAKI1	-8.68	3
CRIZOTINIB	FLUDARABINE BASE	SKMEL5	0.62	0
CRIZOTINIB	FLUDARABINE BASE	PC3	-3.8	0
CRIZOTINIB	FLUDARABINE BASE	IGROV1	-0.28	1
CRIZOTINIB	FLUDARABINE BASE	HT29	-0.69	4
CRIZOTINIB	FLUDARABINE BASE	HCT15	0.56	2
CRIZOTINIB	FLUDARABINE BASE	HL60	-5.45	0
